"January 16, 2020",50,The best indo- chinese!,"From the start to finish our server, Nizar took excellent care. We didn't wait long after the order was placed. The food is just divine! There is no way the chicken lollipops can be topped!! Simply the best food and best service."
"January 11, 2020",50,Excellent!,"Aldi was so nice, very professional. Everything was delicious! Many great vegan options. A place to go!"
"January 8, 2020",50,Omkar is a great bartender!,"Omkar is a great bartender. Great service, food and old fashioned’s. Thanks for awesome experience. Will be back soon!"
"January 8, 2020",50,Outstanding blend of flavors,The blend of flavors in everything we tried was exceptional. Highly recommend. Great service by Nisar just made whole experience wonderful. Will take more family and friends there.
"January 7, 2020",50,Fabulous food and service,A fantastic place. Food is excellent and service very attentive. Kudos to Nisar who was able to accommodate the right level of spiciness for us! We shall certainly come back.
"January 7, 2020",50,Wow!,Some of the best Indian food that we have had in the United States! Truly an exceptional experience! I can see now why it is so highly rated on TripAdvisor. Would highly recommend!!!
"November 14, 2020",50,Really tasty food,"Really tasty food, reasonable price. We wanted to sit outside because of the current situations but the heaters were apparently not enough. We were a bit cold. Still enjoyed the meal."
"October 16, 2020",50,Amazing restaurant!,I love the chicken tikka masala at this restaurant! The inside is very modern and they have done a good job of handling safety and social distancing.
"October 15, 2020",50,Outstanding,Nisar was welcoming and a great host will definitely return due to his immaculate service. They also offer several nice beers.
"October 2, 2020",50,Lunch at Spice Symphony,Had a wonderful lunch with a friend here this afternoon. The food was excellent and our server Nisar looked after us very well. Followed all COVID guidelines. Will definitely visit again.
"September 30, 2020",50,Excellent Indian food,"The food was extremely flavorful and tasty. We ordered manchow soup, chicken lollipop, paneer chilli as appetizers and goat biryani as main course. The indo- Chinese dishes were amazing. Special shoutout for the goat biryani. It’s a must try!!! Service was excellent- thank you Nisar!!"
"September 19, 2020",50,Best indochinese food in nyc,This is out favorite indochinese restaurant in the city. Highly recommend their chicken lollipop. Service is always great. Nasir is the best! Highly recommend it
"August 17, 2020",50,The best Indian food in NYC with outdoor dining,"Amazing food. So happy the scaffolding has come down and they have outdoor dining. Was actually bright and quite pleasant, with music and all. Missed my chicken korma during quarantine and no one does it better than Spice Symphony!"
"August 13, 2020",50,Best Indian food in New York,This is the second time I have a meal here at the restaurant and both times it was excellent. Whenever I travel to New York this is on my list of places to eat. Highly recommended
"July 22, 2020",50,Spicy 🔥,"I am not big fan of spicy food , but this was really great ! The staff was friendly and helpful ,, Highly recommended"
"May 14, 2020",50,Vijay and Eggy were awesome,Great experience. I particularly enjoyed the warmth and friendliness of Eggy. The food came out in an elegant manner and I was treated with respect and promptness. I cannot overstate Eggy's help in making my stay warm with his smile.
"February 26, 2020",50,One of the Best Indian Restaurants in the US,One of the best Indian restaurants we have found in the US. Delicious curries served in a classy dining room with outstanding service provided by professional waiters. Our waiter Vijay made our evening very special.
"February 25, 2020",40,Lunch,"Good place ,nice ambience and great food . Attended to nicely by Nisar ! Dessert was yummy and so was mango lassi !"
"February 23, 2020",40,Delicious Indian Food,Great prefixe lunch menu with options for vegetarians. Service was excellent and staff very accommodating.
"February 22, 2020",50,Nice change of pace,Had a guest who was vegetarian. Was late getting into town. I hadn’t been a big fan of indian food but it meet our needs. I was pleasantly surprised and was a wonderful place and get collection of foods to try.
"February 19, 2020",50,Highly recommend!,"Great food and service! We had a mix of Indian and Chinese dishes, and everything came out perfect. Our waiter - Nisar - was wonderful."
"February 16, 2020",50,"Amazing food, great ambience and friendly service","Came here for lunch after hearing recommendations from friends about this place. We tried several Indo-Chinese dishes and found the flavors and spices to our liking. Our server, Nissar, provided excellent service. Will definitely be coming back!"
"February 15, 2020",40,Dinner,"Reserved for 5 pm early dinner. Pleasant decor. Courteous service. Valentine's day menu .. loved the paneer appetizer. Nisar the captain did make our evening friendly, despite the confusion .. food was ok. But the kulfi desert was excellent. Definitely recommend this place."
"February 13, 2020",50,Amazing!,We ate here last night and the food was absolutely amazing and for such a good price! We were served by Nisar who was great and very attentive. Would definitely recommend.
"February 6, 2020",50,"Quiet, elegant, excellent","Terrific food, unbelievably good service. Much better than the neighboring curry Hill restaurants. Will certainly return."
"February 2, 2020",50,Wonderful experience,"My family and I went here for my birthday. Both my parents and I have a long list of allergies and dietary restrictions, and Nisar made sure all of our needs were met. The service is wonderfully personal, highly recommend."
"February 1, 2020",40,Delightful food Great quality,Delightful food Great quality Lovely choices Curry was lovely and breads are great Waiter was quite blunt and not the politest
"January 27, 2020",40,Excellent,"Excellent, 2nd visit in 2 days whilst in downtown Manhattan. Food is great and service is maybe too good, seems to be a rush. Only reason why I gave 4 stars instead of 5!"
"January 26, 2020",50,"Great food, great atmosphere","Stumbled on this restaurant after a long day outing with my sister/friend. Great food, great service. Highly recommend this location if you LOVE Indian food. Prices were reasonable and appetizers are filling. Will gladly return next time I am in the city."
"January 25, 2020",50,Amazing food and service!,Amazing food and service! Nasar was an amazing server and I highly recommend the Ginger Garlic Chicken!
"January 25, 2020",50,Food was delicious!,Food was delicious. I’m not vegetarian but my wife and I both had vegetarian dishes. Both were very good. Service was great and waiters were helpful in ordering. We also had the chicken popsicle appetizer and really enjoyed it. We would definitely come again.
"January 24, 2020",50,Excellent Indian Food,Amazing little gem. Service was outstanding. Our waiter Nisar was very gracious and made our evening. We'll definitely be back for dinner!
"January 23, 2020",50,Lunch,Had lunch Jan 2020. I was the only one seated inside but a brisk take out volume was observed. The vegetarian curry with rice and naan bread was great. I was well cared for by my server Nisan.
"January 23, 2020",50,Great Service,"Great tasting food, ambience and very attentive staff. Mr Nesar was quite helpful with the menu and even caught up with me after I left a personal item behind on my way out."
"January 21, 2020",50,Delivery on point,"Delivery was what so many places aren't: Fast, Hot, Tasty and the correct order. I will be back again."
"January 19, 2020",50,Best Indian food in NYC,"Our first trip for Indian food in New York City, I had the goat and my wife had the chicken tandoori! Everything was delicious, the staff was very knowledgeable and attentive, and we could not of had a better experience. Ask for Aldi."
"January 18, 2020",50,What a great night!,"Maitre d’hôtel was a stand out. Excellent service, great food and most of all, we felt at home. A sure thing in my book. Prices are fair and nobody in our group of eight were disappointed."
"January 17, 2020",50,Everything was so delicious!,"Everything was so delicious! Hidden gem in the heart of NYC. Service is fabulous, Nisar was very friendly and informative, even put us at a different table so we could have a enough room to enjoy our food! Definitely recommend."
"January 16, 2020",50,The best indo- chinese!,"From the start to finish our server, Nizar took excellent care. We didn't wait long after the order was placed. The food is just divine! There is no way the chicken lollipops can be topped!! Simply the best food and best service."
"January 11, 2020",50,Excellent!,"Aldi was so nice, very professional. Everything was delicious! Many great vegan options. A place to go!"
"January 8, 2020",50,Omkar is a great bartender!,"Omkar is a great bartender. Great service, food and old fashioned’s. Thanks for awesome experience. Will be back soon!"
"January 8, 2020",50,Outstanding blend of flavors,The blend of flavors in everything we tried was exceptional. Highly recommend. Great service by Nisar just made whole experience wonderful. Will take more family and friends there.
"January 7, 2020",50,Fabulous food and service,A fantastic place. Food is excellent and service very attentive. Kudos to Nisar who was able to accommodate the right level of spiciness for us! We shall certainly come back.
"January 7, 2020",50,Wow!,Some of the best Indian food that we have had in the United States! Truly an exceptional experience! I can see now why it is so highly rated on TripAdvisor. Would highly recommend!!!
"January 4, 2020",50,Lovely Meal,"We were warmly welcomed in to the restaurant which was very busy so would recommend booking a table in advance. The food, portion sizes and service was great. Thanks for a lovely meal."
"January 3, 2020",50,Awesome family time,Had awesome food with fantastic ambience. Special kudos to Nisar for making this a special evening. Most recommended Indo - Chinese cuisine and vegetarian options are also very popular.
"January 2, 2020",40,Great food and service,"NIce atmosphere, Indian and Chinese dishes available. Friendly staff. Aldi was most attentive. (Additional characters to meet 100 word count.)"
"December 30, 2019",50,"Delicious food, great service","I've been to India many times, and this is some of the best Indian food I've had in the States. Everything we ordered was great, and the service was perfect."
"December 28, 2019",10,The One Star Says It All.,Just bad stale food. But what can you get for $16 dollars in Manhattan? Raise the price but don’t serve bad stale food.
"December 26, 2019",40,Good Food & Service,Busy place but they handle it well. Got lucky to find bar seats as we had no reservation. Great food & welcoming staff. Second visit and we will be back!
"December 22, 2019",20,Service was very bad,"Service was very bad. We sat down with our reservation at 6:30p and didn’t get our food until 7:55p. The food was pretty good but not amazing. Very chaotic atmosphere also, people and kids running around everywhere."
"December 19, 2019",50,Best Indian in NY!,I have lived in the US for nearly a decade and am constantly looking for the Indian experience from back home in England. This place is AMAZING!! Nice service/staff and they were able to accommodate making non menu dishes which was awesome
"December 16, 2019",50,Wonderful dinner,Stopped in for dinner and had an amazing meal! Nisar provided excellent service. We enjoyed a quaint little table. The food was wonderful. I would recommend this place to anyone looking for flavorful Indian dishes and a sweet date-night atmosphere.
"December 14, 2019",50,Good veggie and vegan options,"One of the best Indian meals I’ve had in a while. Great vegetarian selection, friendly service and very tasty food. Ordered the smoky aubergine, tarka dal and garlic naan, would happily eat all of them again."
"December 14, 2019",50,Hidden Gem,Outstanding food and great service. I would recommend this to ANYONE who likes great Indian food. Can’t wait to come back again soon
"December 12, 2019",50,Great taste!!!,Great restaurant. Very tasty. We ordered the vegan dishes. I highly recommend it. Good service and great food!
"December 11, 2019",50,"Delicious food, wonderful service","The lunch menu consists of a variety of authentic Indian dishes that were absolutely delicious. Our server, Nisar, was very friendly and attentive! A must try for anyone in the area!"
"December 8, 2019",50,Fabulous brunch!,What a wonderfull experience in sophisticated tastes. The Brunch consisted of two dishes with a variety of breads and relishes. And unlimited Bloody Mary's were a great touch. Great and attentive staff made our experience even more enjoyable! Highly recommended!
"December 6, 2019",50,A lovely place to visit. A,A lovely place to visit. A really friendly bunch of people and the food is really nice. If you’re looking for a curry in midtown. Then get yourself here.
"December 3, 2019",50,Top Curry House,Excellent place to dine. Lovely setting and all reasonably priced. Take care though UK diners I had an excellent chicken vindaloo which was more phall like back home !!!
"December 2, 2019",50,Paul Nash,Had a fantastic meal here. It was truly authentic and delicious. Special thanks to our waiter Omkar.5 star service!
"December 1, 2019",50,Excellent service and delicious food,Vijay is an excellent server.The food was amazing and the service is fast. We appreciated the place as well.
"November 30, 2019",50,Dinner,"Great food and service! Our waiter Aldi was excellent explaining the plates, flavors and providing recommendations! Thank you for a lovely and delicious dinner."
"November 27, 2019",50,Great Food and Service,"Great food served by nice people. Naan, Chutney, non veg everything was great and Staff was so courteous and helpful. we are great lover of Indian food and we really enjoyed here."
"November 27, 2019",50,Great food Great Service,Great place. Indian and Chinese food. We had Indian and loved it. The server gave us great suggestions and we had a great meal before our show.
"November 27, 2019",50,Fantastic flavors and great service,"Loved the atmosphere and the food at Spice Symphony. Great atmosphere. Lively, but not so loud your can't have a nice conversation. Nisar did a great job showing us some fun things on the menu we might have missed."
"November 23, 2019",50,Highly Recommend,Saw reviews on Tripadvisor and must say not disappointed. Lovely atmosphere. Fantastic food . Great service . Staff very attentive without being intrusive. Nisar was our server for the evening. Will definitely be back next time in New York
"November 22, 2019",50,Outstanding service and food,I found spice symphony on trip advisor just this morning and I have to say it completely surpassed my expectations. The food was unbelievable and Amit our server was extremely attentive. I highly recommend spice symphony. It’s a must visit place in NYC.
"November 22, 2019",40,Tasty food and good service,A very enjoyable evening in a comfortable and even quiet restaurant. Food was tasty and well-prepared. Service was good as well. Recommend it for Indian food in a convenient NYC location.
"November 15, 2019",50,"Excellent food and exceptional service from our Server, Nisar! Wonderful man...","We had a going away lunch for one of our Co-workers. We were treated like celebrities! The food was delicious and Nisar's service, manner, recommendations and overall attention to detail were astounding. Highly recommend!"
"November 14, 2019",50,Drive by,"Had the waiter order our full appetizers and dinner. A stroke of genius! Spectacular dinner, above average service and a great bang for the buck. We will be back"
"November 13, 2019",40,Late night dinner,Nasir gave very professional service. A good Indian meal in an area that doesn’t have a lot of good options for a late post work dinner.
"November 10, 2019",50,Excellent Indian Dinner!,"An excellent restaurant for very good Indian food, with a great variety of choices, nice environment and good service. Worth a visit!"
"November 10, 2019",50,"Topnotch Food, Elegant, Quiet Space","Delicious vegetarian options, attentive service, reasonably priced midtown restaurant very near our Lexington Ave hotel. We enjoyed biryani, aloo gobi, a dal w mushrooms, spinach and corn, very unusual and delicious."
"November 10, 2019",50,"Delicious food, friendly service","Every single thing was so delicious and the waiter was so kind. If you've had Indian food before & was not impressed, give this place a try. A great experience for me and my friends."
"November 7, 2019",30,Spice Symphony Indian and Indo Chinese,Indo Chinese is one of my favorite cuisines. But I found the food here alright. They do however have a lot of options for every dietary restriction and the location of the restaurant is convenient.
"November 7, 2019",50,excellent food and service,excellent food and service from Nisar. A very kind man who looked after me and made wise wine choices
"November 4, 2019",50,Great Food Great service,Lovely butternut soup. Great naan breads and great curries Enjoyed by cocktail with cinnamon sticks in it
"November 3, 2019",50,A favorite in NYC,"We have been back to this lovely restaurant again and again. The food is varied, delicious and beautifully presented. The staff is always welcoming and attentive, in particular Nasir, who is knowledgeable and very friendly."
"November 1, 2019",50,Amazing Lunch,We stopped in for lunch and were simply blown away by the amazing service and delicious food. Nisar was incredibly helpful guiding us through the menu. This was truly a memorable and wonderful experience.
"October 31, 2019",50,Excellent meal,We had an excellent dinner! We asked our server Aldi for recommendations. His choices were fantastic! Would highly recommend this fine Indian restaurant.
"October 30, 2019",50,Bhai Dooj,"Best food in NYC! Great staff, many thanks to Rowan and everyone there for accommodating us at a late hour...all the best!❤️"
"October 30, 2019",30,Average,This is an average restaurant. Yes the service is good and staff are very attentive and helpful; but comparisons to the good Indian restaurants in the UK are way off the mark. By NYC standards; you’ll be happy enough.
"October 27, 2019",50,Great food,"We had dinner there tonight and the food tasted great. We ate Indian food and not Chinese......maybe they should stick to one cuisine. Busy but small restaurant who focus on good food. Service was good but have had it better elsewhere. Must make reservation,,,,"
"October 25, 2019",50,Fantastic!,"Do not leave NYC without eating here! Fantastic, service and unbelievable food. The chef had prepared a brand new lamb dish and they told me I was the first to try it. It was amazing and I am planning my next trip!"
"October 24, 2019",50,"A symphony indeed, exceptional in every way!","Spice Symphony was absolutely magnificent. From the extensive menu to the excellent preparation and not least, the superb service (thank you Nisar!), we had a great time and great food and really appreciated the help navigating the menu."
"October 22, 2019",50,Nicee,"Really nice place for business ocassions, completly fulled my expections...haved a good time, everything was perfect"
"October 20, 2019",40,Nice food and excellent service,Doesn't look much from the outside but it's a very nice restaurant inside. The food was lovely and spicy and there was plenty of it. The service provided was excellent. I would definitely come here again if I ever revisit N.Y.
"October 19, 2019",50,Great Experience,This is an excellent Indian restaurant. I really recommend this place. Special thanks to Nisan and Anamika for the great service and help in choosing our dishes.
"October 17, 2019",30,Average Indian,The food is fine but not as good as I would have liked. It could have come from a bottle so not too excited about it. Nice and friendly service. Nice location and setting.
"October 16, 2019",50,Excelente,"Excellent Attention Mr. Aldi was amazing The food delicious, I really recommend this place. Pudding Carrot very yummy"
"October 14, 2019",50,Great food and service,"Had the lamb rogan josh , excellent with nan bread. Place is just opposite the fifty hotels so easy walk, 1 minute. Have a full bar service with large wine list."
"October 8, 2019",40,Symphonic Indian,"Spice Symphony is perhaps Manhattan’s most authentic Indian restaurant, and it is illustrated in the ambiance and cuisine."
"October 8, 2019",50,Best Indian Food,This is my 3rd time eating here and the service has always been above and beyond! Our server Ninad was helpful courteous and informative. Anytime I want Indian I come here!
"October 6, 2019",50,Amazing experience!!,"Ninad was our sever and we could not ask for better!! The food , the ambiamce and especially Ninad made our experience perfect!!"
"October 2, 2019",50,"Great food, drinks and ambiance.","Our party of five ordered and tried different dishes, cocktails and a bottle of white wine. Everything was very tasty. Will definitely be back."
"September 25, 2019",50,"Great food, excellent service","Excellent meal at Spice Symphony last night accompanied by excellent service, particularly by our waiter, Aldi, who gave us some great food recommendations. Good value as well."
"September 21, 2019",50,review,"Great food, ambience and service. Have come here several times and have always enjoyed the visit. Highly recommend."
"September 17, 2019",50,Incredible,Loved everything about this restaurant. Great ambience. food was delicious. Staff very nice a friendly. Large menu with great chicken and noodle dishes. Shrimp curry excellent flavor.
"September 11, 2019",50,Celebrate Birthdays,"Excellent food and great service, definitely recommend going to this restaurant, they went the extra mile and made our celebrations even more special. We shall be back."
"September 8, 2019",50,Good food great location,"For indian food taste lovers, a good and convenient option in manhatten area at new York City. Value for money."
"September 7, 2019",50,Wonderful dinner!,"A superb dinner! Flavors and textures were perfect. Nisar, our charming host, made menu suggestions that were excellent. If you like Indian and Indian/Chinese cuisine Spice Symphony is a must!"
"September 5, 2019",50,Birthday Treat.,Great find and close to our hotel. Ninad our waiter looked after us from the moment we arrived and served us with delicious food. Would definitely recommend and will return if and when we can return to NYC.
"September 4, 2019",50,Excellent Food and Service!,"Authentic Indian food together with excellent service. And at reasonable prices, can't go wrong here."
"September 4, 2019",30,Tasty Indian food - NOT Chinese,Generous portions - the nans and appetizers were quite good. Entree were sizeable - but just average in taste. Encourage sharing plates.
"September 3, 2019",50,The Best Indian Food in NYC,"New York City has many good Indian restaurants, but visit this one first. Great Indian food with nice upscale atmosphere and very reasonable prices. Service is top notch!!! Thank you Ninad for making our dinner special."
"September 1, 2019",40,Great Establishment,Spice Symphony has gained the uppermost foothold on the eastern front of Indian cuisine. Service and atmosphere are highly commendable.
"September 1, 2019",50,Fantastic food 🍽🍷what a gem,"What a restaurant, great menu's Indian and Chinese, went for the classical Indian, not disappointed, very informative staff, good recommendations on cocktails, food and wine. Almost 12months in NY and it's one of the best restaurants, great value. We will definitely be back👏👏👏👌"
"September 1, 2019",30,"Good Service, Average Food","Good, attentive service and varied menu. Ordered Tandoori Chicken and Chicken with Broccoli (off the Chinese menu). Food was just average."
"September 1, 2019",40,Vacation,We enjoyed the meal immensely. The service was very attentive & kudos to Nisar who was the perfect host. The white wine could have been colder but still was enjoyable. The evening was delightful.
"August 31, 2019",50,Excellent Indian and Indian Chinese food,"Had a great lunch here with my parents and aunts. Food was great, and service was greater. Highly recommend a visit!"
"August 30, 2019",50,"Great service, loved it",Great dinner and all the staff we encountered made us feel welcome and like it was a family business. It was a great time and the service by Nisan was attentive.
"August 28, 2019",40,Awesome!,"The atmosphere and the service alone are worth coming back for, but the food is the star. Served hot, all our dishes were perfectly spiced and a step above most Indian cuisine. High marks all the way around!"
"August 27, 2019",50,Excellent food in a nice setting,"The food was excellent, fresh and tasty. Service was outstanding. Santosh made sure we were well attended to. The decor is tastefully done."
"August 22, 2019",50,AMAZING INDO-CHINESE CUISINE,"Amazing IndoChinese cuisine with special Lunch menus with unlimited servings, which is just perfect. Very friendly atmosphere, had a wonderful time. One of the best place to have awesome food in the city."
"August 13, 2019",50,Awesome,Awesome service by Nisar and awesome food.. nisar ordered for me and everything was great !!! Salted prawns were great and the wings were good too..
"August 13, 2019",50,My go to Indian restaurant in Manhattan.,"Love this place and always bring family and friends to eat there when they visit from out of town. I've never had a bad meal here, and the staff is professional and friendly."
"August 12, 2019",50,Best meal in New York,Brilliant service and food the staff where friendly and knew what they were at the top of there game. I hat the chicken tikka masala and it was excellent. Also we got sides and they are decent portion sizes. I will be visiting again.👍
"August 11, 2019",40,Curry,"Nice chilled restaurant,very delicately spiced food and good service.Special thanks to Nisar for making our night extra special."
"August 8, 2019",50,Family lunch,We loved this spot for lunch. They have fixed price plates and the food was very flavorful. Great service and prices are reasonable. Highly recommend for Indian food.
"August 7, 2019",50,Last dinner in the big Apple,"Great service, great wine menu, great food. Loved the attentive service and the unique blend of Indian and Asian food choices."
"August 6, 2019",50,Thoroughly Enjoyable Dinner,Very good food from a unique menu. Nisar did a great job serving us and made some great suggestions for our group to try!
"July 31, 2019",50,"Great food, great service","Had a reunion party of 10 at Spice Symphony. Food was great as always, service was excellent. One of our favorite midtown restaurants"
"July 31, 2019",50,Great food. Excellent service,Food was delicious. Great ambience with friendly staff. Nisar was great and he gave us useful pointers on sight-seeing from a local’s perspective. We know where to go for our dinner next time we visit NY City!
"July 29, 2019",50,Delicious,"Chose Spice Symphony based on reviews and were not disappointed. The food was navigable, delicious and included both healthy and traditional options. Even our waitstaff noticed the intent of our choices. Try the whole wheat naan, for example. And the tandoori shrimp was wonderful."
"July 29, 2019",50,Great food for great price,This is going to be a short review: The Indian food was delicious. The staff was very friendly and helpfull. The toilet was clean. The price/quality was well-balanced. Go there.
"July 25, 2019",50,Best Indian food in NY,"We had a great experience The food was great, the service amazing and the quantity was big Thank you to Omkar!!"
"July 14, 2019",50,Excellent,"Visited with family. Delicious Indian food, very nice and friendly staff! If you are visiting NYC and like Indian food, this is the place to enjoy authentic Indian cuisine. Thank you Aldi and staff."
"July 14, 2019",50,Excellent food and service,The food was just what we expected from the fine Indian cuisine. Santosh made our experience even better and more informative
"July 10, 2019",50,Great indian meal,"We were in New York for a business trip and had our last night at Spice Symphony. It was delightful with great, spicy and authentic Indian food. Our waiter, Santosh made the evening great by offering us the right set of dishes. Overall, highly recommended."
"July 6, 2019",50,Fabulous Food & Top-Notch Service,"We had a lovely dinner at Spice Symphony. Our server, Amit, was friendly and attentive. The food was delicious and the wine choices were plentiful. We enjoyed our dinner from starters to dessert."
"July 5, 2019",50,Best Indian Food outside of India,Thanks to Nisar for accommodating my food preferences - even able to make dishes not on the menu. Best Indian food outside of London / India.
"July 4, 2019",50,Nice Surprise,If you want something out of the ordinary look no further. There is something for all meat lovers to vegans. Thanks to Vijay for his excellent service.
"July 2, 2019",40,Very enjoyable,"Great meal and a very busy restaurant , good choices on menu. But above average price compared to uk"
"June 24, 2019",50,Great Indian Food,Excellent food and service. Would definitely go again! We were here for a graduation celebration and it was great
"June 23, 2019",50,Great food spiced how you want it,Wonderful food for sharing. The ambiance is elegant and friendly and the prices reasonable. Will definitely return.
"June 21, 2019",50,Elegant and relaxing,"It was an elegant yet cosy restaurant with great food and excellent service. Our server was Aldi. We will come back, thank you."
"June 19, 2019",50,Outstanding,This restaurant is outstanding. Service and food quality are extraordinary. Service is attentive and instinctive!
"June 15, 2019",50,Great Find,"Food and Service were top notch. We will be back, best Indian Cuisine since we traveled to London!!!!"
"June 14, 2019",40,Nice Indian,"Visited this restaurant on a Saturday night. The restaurant has a nice ambiance, food was good. Reasonable prices."
"June 13, 2019",50,Cozy Vibe and Great Food,"Great place to try Indian food for the first time. Not too spicy, amazing flavors, and incredible staff (shout out goes to Nasir - best service ever). Also great first date spot. Loved the mood lighting, music and intimate feel. 10/10 would recommend 👌🏼"
"June 10, 2019",50,Excellent dinner,"Second day in NY I was looking for a good restaurant nearby and decided on here. Not disappointed, nice decor, attentive staff ( thank you Vijay) and some of the best Indian food we have ever eaten. Definitely recommend - 😊"
"May 30, 2019",50,Fantastic!,"Our dinner was so good Tuesday, we had to go back Thursday! Cauliflower appetizer is to die for. We got salt & pepper prawns both nights. Nisar, our server, couldn’t have been better."
